query_idx,predicted_db_idx,score,match_type,overlap,xy_distance_m,has_gt_positive
1206,2180,0.573705,TP,0.468596,0.771,True
1207,2181,0.566929,TP,0.487004,1.162,True
1208,532,0.508547,TP,0.441159,4.649,True
1209,-1,0.0,FN,0.0,0.0,True
1210,531,0.442982,TP,0.425198,5.689,True
1211,1280,0.47561,TP,0.421479,6.075,True
1212,2186,0.564444,TP,0.487707,2.639,True
1213,-1,0.0,FN,0.0,0.0,True
1214,-1,0.0,FN,0.0,0.0,True
1215,-1,0.0,FN,0.0,0.0,True
1216,2191,0.548544,TP,0.491202,2.987,True
1217,-1,0.0,FN,0.0,0.0,True
1218,2193,0.52968,TP,0.465128,2.887,True
1219,2193,0.518349,TP,0.455733,2.795,True
1220,2194,0.472222,TP,0.440661,2.636,True
1221,2195,0.508475,TP,0.434165,2.484,True
1222,2196,0.527426,TP,0.423842,2.356,True
1223,2197,0.527197,TP,0.434284,2.286,True
1224,2198,0.427966,TP,0.449561,2.295,True
1225,2199,0.512545,TP,0.455724,2.312,True
1226,2200,0.474403,TP,0.489206,2.298,True
1227,2201,0.442748,TP,0.485256,2.392,True
1228,-1,0.0,FN,0.0,0.0,True
1229,2204,0.462151,TP,0.435371,3.966,True
1230,-1,0.0,FN,0.0,0.0,True
1231,-1,0.0,FN,0.0,0.0,True
1232,-1,0.0,FN,0.0,0.0,True
1233,-1,0.0,FN,0.0,0.0,True
1234,-1,0.0,FN,0.0,0.0,True
1235,-1,0.0,FN,0.0,0.0,True
1236,-1,0.0,FN,0.0,0.0,True
1237,-1,0.0,FN,0.0,0.0,True
1238,-1,0.0,FN,0.0,0.0,True
1239,-1,0.0,FN,0.0,0.0,True
1240,-1,0.0,FN,0.0,0.0,True
1241,-1,0.0,FN,0.0,0.0,True
1242,-1,0.0,FN,0.0,0.0,True
1243,-1,0.0,FN,0.0,0.0,True
1244,-1,0.0,FN,0.0,0.0,True
1245,-1,0.0,FN,0.0,0.0,True
1246,-1,0.0,FN,0.0,0.0,True
1247,-1,0.0,FN,0.0,0.0,True
1248,-1,0.0,FN,0.0,0.0,True
1249,-1,0.0,FN,0.0,0.0,True
1250,-1,0.0,FN,0.0,0.0,True
1251,-1,0.0,FN,0.0,0.0,True
1252,-1,0.0,FN,0.0,0.0,True
1253,-1,0.0,FN,0.0,0.0,True
1254,-1,0.0,FN,0.0,0.0,True
1255,1233,0.354497,TP,0.418706,2.85,True
1256,1232,0.306011,TP,0.399511,2.826,True
1257,-1,0.0,FN,0.0,0.0,True
1258,-1,0.0,FN,0.0,0.0,True
1259,-1,0.0,FN,0.0,0.0,True
1260,1228,0.330709,TP,0.393537,2.853,True
1261,-1,0.0,FN,0.0,0.0,True
1262,-1,0.0,FN,0.0,0.0,True
1263,-1,0.0,FN,0.0,0.0,True
1264,-1,0.0,FN,0.0,0.0,True
1265,-1,0.0,FN,0.0,0.0,True
1266,-1,0.0,FN,0.0,0.0,True
1267,-1,0.0,FN,0.0,0.0,True
1268,-1,0.0,FN,0.0,0.0,True
1269,-1,0.0,FN,0.0,0.0,True
1270,-1,0.0,FN,0.0,0.0,True
1271,-1,0.0,FN,0.0,0.0,True
1272,-1,0.0,FN,0.0,0.0,True
1273,-1,0.0,FN,0.0,0.0,True
1274,-1,0.0,FN,0.0,0.0,True
1275,-1,0.0,FN,0.0,0.0,True
1276,-1,0.0,FN,0.0,0.0,True
1277,-1,0.0,FN,0.0,0.0,True
1278,1211,0.323404,TP,0.530576,5.966,True
1279,-1,0.0,FN,0.0,0.0,True
1280,-1,0.0,FN,0.0,0.0,True
1281,-1,0.0,FN,0.0,0.0,True
1282,-1,0.0,FN,0.0,0.0,True
1283,-1,0.0,TN,0.0,0.0,False
1284,-1,0.0,TN,0.0,0.0,False
1285,-1,0.0,TN,0.0,0.0,False
1286,-1,0.0,FN,0.0,0.0,True
1287,-1,0.0,FN,0.0,0.0,True
1288,-1,0.0,FN,0.0,0.0,True
1289,-1,0.0,FN,0.0,0.0,True
1290,-1,0.0,FN,0.0,0.0,True
1291,-1,0.0,TN,0.0,0.0,False
1292,-1,0.0,FN,0.0,0.0,True
1293,-1,0.0,FN,0.0,0.0,True
1294,-1,0.0,FN,0.0,0.0,True
1295,-1,0.0,FN,0.0,0.0,True
1296,-1,0.0,FN,0.0,0.0,True
1297,-1,0.0,FN,0.0,0.0,True
1298,-1,0.0,FN,0.0,0.0,True
1299,-1,0.0,TN,0.0,0.0,False
1300,-1,0.0,TN,0.0,0.0,False
1301,-1,0.0,FN,0.0,0.0,True
1302,-1,0.0,FN,0.0,0.0,True
1303,-1,0.0,FN,0.0,0.0,True
1304,-1,0.0,FN,0.0,0.0,True
1305,-1,0.0,FN,0.0,0.0,True
1306,1192,0.310345,TP,0.350031,4.661,True
1307,-1,0.0,FN,0.0,0.0,True
1308,-1,0.0,FN,0.0,0.0,True
1309,-1,0.0,FN,0.0,0.0,True
1310,-1,0.0,FN,0.0,0.0,True
1311,-1,0.0,FN,0.0,0.0,True
1312,-1,0.0,FN,0.0,0.0,True
1313,-1,0.0,FN,0.0,0.0,True
1314,-1,0.0,FN,0.0,0.0,True
1315,-1,0.0,FN,0.0,0.0,True
1316,-1,0.0,FN,0.0,0.0,True
1317,-1,0.0,FN,0.0,0.0,True
1318,-1,0.0,FN,0.0,0.0,True
1319,-1,0.0,FN,0.0,0.0,True
1320,-1,0.0,FN,0.0,0.0,True
1321,-1,0.0,FN,0.0,0.0,True
1322,-1,0.0,FN,0.0,0.0,True
1323,-1,0.0,FN,0.0,0.0,True
1324,-1,0.0,FN,0.0,0.0,True
1325,-1,0.0,FN,0.0,0.0,True
1326,-1,0.0,FN,0.0,0.0,True
1327,-1,0.0,FN,0.0,0.0,True
1328,-1,0.0,FN,0.0,0.0,True
1329,-1,0.0,FN,0.0,0.0,True
1330,-1,0.0,FN,0.0,0.0,True
1331,-1,0.0,FN,0.0,0.0,True
1332,-1,0.0,FN,0.0,0.0,True
1333,-1,0.0,FN,0.0,0.0,True
1334,-1,0.0,FN,0.0,0.0,True
1335,-1,0.0,FN,0.0,0.0,True
1336,-1,0.0,FN,0.0,0.0,True
1337,-1,0.0,FN,0.0,0.0,True
1338,-1,0.0,FN,0.0,0.0,True
1339,-1,0.0,FN,0.0,0.0,True
1340,-1,0.0,FN,0.0,0.0,True
1341,-1,0.0,FN,0.0,0.0,True
1342,-1,0.0,FN,0.0,0.0,True
1343,-1,0.0,FN,0.0,0.0,True
1344,-1,0.0,FN,0.0,0.0,True
1345,-1,0.0,FN,0.0,0.0,True
1346,-1,0.0,FN,0.0,0.0,True
1347,-1,0.0,FN,0.0,0.0,True
1348,-1,0.0,FN,0.0,0.0,True
1349,-1,0.0,FN,0.0,0.0,True
1350,-1,0.0,FN,0.0,0.0,True
1351,1148,0.465753,TP,0.413165,4.009,True
1352,-1,0.0,FN,0.0,0.0,True
1353,1146,0.429907,TP,0.441019,4.16,True
1354,-1,0.0,FN,0.0,0.0,True
1355,-1,0.0,FN,0.0,0.0,True
1356,-1,0.0,FN,0.0,0.0,True
1357,-1,0.0,FN,0.0,0.0,True
1358,-1,0.0,FN,0.0,0.0,True
1359,-1,0.0,FN,0.0,0.0,True
1360,-1,0.0,FN,0.0,0.0,True
1361,1137,0.355987,TP,0.541571,6.996,True
1362,-1,0.0,FN,0.0,0.0,True
1363,-1,0.0,FN,0.0,0.0,True
1364,-1,0.0,FN,0.0,0.0,True
1365,-1,0.0,FN,0.0,0.0,True
1366,-1,0.0,TN,0.0,0.0,False
1367,-1,0.0,FN,0.0,0.0,True
1368,-1,0.0,FN,0.0,0.0,True
1369,1493,0.403226,TP,0.496967,3.662,True
1370,1494,0.427481,TP,0.473356,2.024,True
1371,1495,0.336449,TP,0.441353,1.035,True
1372,-1,0.0,FN,0.0,0.0,True
1373,1497,0.413793,TP,0.411571,0.37,True
1374,1498,0.341463,TP,0.399074,0.466,True
1375,1500,0.350962,TP,0.416717,2.636,True
1376,1500,0.432432,TP,0.40064,0.42,True
1377,1501,0.30622,TP,0.401884,0.257,True
1378,1502,0.397906,TP,0.392567,0.554,True
1379,1503,0.356688,TP,0.389301,0.39,True
1380,1504,0.357955,TP,0.421723,0.43,True
1381,-1,0.0,FN,0.0,0.0,True
1382,1506,0.311688,TP,0.43306,0.796,True
1383,-1,0.0,FN,0.0,0.0,True
1384,-1,0.0,FN,0.0,0.0,True
1385,-1,0.0,FN,0.0,0.0,True
1386,-1,0.0,FN,0.0,0.0,True
1387,-1,0.0,FN,0.0,0.0,True
1388,-1,0.0,FN,0.0,0.0,True
1389,-1,0.0,FN,0.0,0.0,True
1390,-1,0.0,FN,0.0,0.0,True
1391,-1,0.0,FN,0.0,0.0,True
1392,-1,0.0,FN,0.0,0.0,True
1393,-1,0.0,FN,0.0,0.0,True
1394,-1,0.0,FN,0.0,0.0,True
1395,-1,0.0,FN,0.0,0.0,True
1396,-1,0.0,FN,0.0,0.0,True
1397,-1,0.0,FN,0.0,0.0,True
1398,-1,0.0,FN,0.0,0.0,True
1399,-1,0.0,FN,0.0,0.0,True
1400,-1,0.0,FN,0.0,0.0,True
1401,-1,0.0,FN,0.0,0.0,True
1402,-1,0.0,FN,0.0,0.0,True
1403,-1,0.0,FN,0.0,0.0,True
1404,-1,0.0,FN,0.0,0.0,True
1405,1072,0.377622,TP,0.299638,3.157,True
1406,-1,0.0,FN,0.0,0.0,True
1407,-1,0.0,FN,0.0,0.0,True
1408,1532,0.311111,TP,0.345117,0.351,True
1409,1533,0.4,TP,0.368438,0.56,True
1410,1535,0.412214,TP,0.470322,2.587,True
1411,1535,0.364964,TP,0.44204,0.848,True
1412,1537,0.468085,TP,0.466294,2.194,True
1413,1537,0.43949,TP,0.467018,1.063,True
1414,1538,0.471338,TP,0.488807,1.373,True
1415,1540,0.542169,TP,0.450897,1.451,True
1416,1541,0.539326,TP,0.486966,1.385,True
1417,1541,0.41954,TP,0.452133,1.644,True
1418,1543,0.55122,TP,0.540841,1.556,True
1419,1543,0.515284,TP,0.537975,1.687,True
1420,1544,0.544803,TP,0.552686,1.631,True
1421,1545,0.597701,TP,0.519029,1.375,True
1422,1546,0.552941,TP,0.514086,1.192,True
1423,1547,0.543478,TP,0.470216,1.254,True
1424,1548,0.459259,TP,0.452771,1.308,True
1425,1550,0.463415,TP,0.412195,1.679,True
1426,1550,0.487395,TP,0.417892,1.658,True
1427,1551,0.407407,TP,0.420998,1.486,True
1428,2161,0.472789,TP,0.411121,1.0,True
1429,1553,0.4,TP,0.413414,1.667,True
1430,553,0.437984,TP,0.394541,2.678,True
1431,1555,0.555172,TP,0.387664,1.038,True
1432,1556,0.439331,TP,0.370737,1.363,True
1433,1557,0.374046,TP,0.371148,1.714,True
1434,1559,0.330677,TP,0.371362,1.721,True
1435,1559,0.447471,TP,0.356341,2.679,True
1436,1560,0.399209,TP,0.337566,2.705,True
1437,1562,0.356164,TP,0.340467,2.63,True
1438,1040,0.316327,TP,0.299488,2.819,True
1439,1039,0.46281,TP,0.29692,2.784,True
1440,1038,0.375587,TP,0.30076,2.783,True
1441,-1,0.0,FN,0.0,0.0,True
1442,-1,0.0,FN,0.0,0.0,True
1443,-1,0.0,FN,0.0,0.0,True
1444,-1,0.0,FN,0.0,0.0,True
1445,-1,0.0,FN,0.0,0.0,True
1446,-1,0.0,FN,0.0,0.0,True
1447,-1,0.0,FN,0.0,0.0,True
1448,-1,0.0,FN,0.0,0.0,True
1449,-1,0.0,FN,0.0,0.0,True
1450,-1,0.0,FN,0.0,0.0,True
1451,1026,0.421875,TP,0.247043,3.264,True
1452,1577,0.522124,TP,0.379426,3.715,True
1453,-1,0.0,FN,0.0,0.0,True
1454,-1,0.0,FN,0.0,0.0,True
1455,1580,0.505376,TP,0.467928,3.37,True
1456,1580,0.453608,TP,0.449942,2.644,True
1457,1581,0.517241,TP,0.482952,2.327,True
1458,1583,0.561798,TP,0.538228,1.833,True
1459,1584,0.597222,TP,0.561046,1.515,True
1460,1585,0.504032,TP,0.573747,1.263,True
1461,1586,0.407843,TP,0.566607,1.078,True
1462,1586,0.323077,TP,0.534015,2.642,True
1463,1588,0.340164,TP,0.512587,0.917,True
1464,1011,0.355102,TP,0.403316,9.799,True
1465,1589,0.383929,TP,0.474108,2.556,True
1466,1590,0.363248,TP,0.463958,2.378,True
1467,1591,0.369478,TP,0.448837,2.771,True
1468,1592,0.373585,TP,0.435574,3.107,True
1469,1594,0.325581,TP,0.440525,0.803,True
1470,1595,0.46,TP,0.428384,0.989,True
1471,1596,0.304527,TP,0.424611,1.155,True
1472,1597,0.389655,TP,0.430569,1.187,True
1473,1598,0.350181,TP,0.431968,1.168,True
1474,1599,0.312977,TP,0.421855,1.202,True
1475,1600,0.420168,TP,0.425081,1.214,True
1476,1601,0.317181,TP,0.422022,1.269,True
1477,-1,0.0,FN,0.0,0.0,True
1478,1603,0.477778,TP,0.418303,0.767,True
1479,1605,0.515152,TP,0.400221,3.804,True
1480,1605,0.417004,TP,0.378147,0.338,True
1481,1606,0.508621,TP,0.371108,0.319,True
1482,-1,0.0,FN,0.0,0.0,True
1483,1608,0.466403,TP,0.373546,1.111,True
1484,1609,0.517857,TP,0.354817,1.567,True
1485,1610,0.45614,TP,0.365417,2.008,True
1486,1611,0.45935,TP,0.384016,2.431,True
1487,1612,0.5,TP,0.384998,2.726,True
1488,1613,0.512397,TP,0.379601,2.891,True
1489,1614,0.455253,TP,0.392166,3.021,True
1490,1615,0.493976,TP,0.389768,3.139,True
1491,1616,0.55157,TP,0.37786,3.212,True
1492,1617,0.548387,TP,0.379935,3.187,True
1493,1618,0.544041,TP,0.362649,3.153,True
1494,129,0.556757,TP,0.365385,5.281,True
1495,1620,0.548387,TP,0.34506,3.026,True
1496,-1,0.0,FN,0.0,0.0,True
1497,1622,0.587209,TP,0.350563,3.073,True
1498,132,0.543956,TP,0.398673,3.229,True
1499,1624,0.5,TP,0.39438,3.117,True
1500,1625,0.398374,TP,0.394211,3.162,True
1501,1626,0.47032,TP,0.420045,3.201,True
1502,1627,0.378571,TP,0.46938,3.326,True
1503,136,0.448485,TP,0.467757,2.75,True
1504,1629,0.415094,TP,0.484442,3.646,True
1505,1630,0.42654,TP,0.471738,3.782,True
1506,1631,0.334928,TP,0.46404,3.804,True
1507,139,0.301775,TP,0.428704,3.68,True
1508,1633,0.366492,TP,0.430289,3.419,True
1509,1634,0.309735,TP,0.423667,2.958,True
1510,-1,0.0,FN,0.0,0.0,True
1511,1636,0.322115,TP,0.406748,1.663,True
1512,1637,0.323383,TP,0.396432,1.143,True
1513,1638,0.424242,TP,0.382766,0.945,True
1514,1639,0.33908,TP,0.365181,1.388,True
1515,147,0.378855,TP,0.371326,3.159,True
1516,148,0.366279,TP,0.3576,2.938,True
1517,1642,0.38565,TP,0.356999,3.312,True
1518,150,0.407643,TP,0.359622,2.389,True
1519,1644,0.397196,TP,0.346791,4.022,True
1520,152,0.473118,TP,0.37288,2.286,True
1521,152,0.434343,TP,0.354214,2.283,True
1522,1647,0.436508,TP,0.355045,4.4,True
1523,1649,0.460905,TP,0.396749,4.488,True
1524,155,0.490421,TP,0.394234,1.024,True
1525,156,0.430894,TP,0.413763,0.696,True
1526,157,0.507194,TP,0.415458,0.418,True
1527,158,0.402135,TP,0.417285,0.187,True
1528,159,0.554455,TP,0.41999,0.105,True
1529,160,0.441406,TP,0.414292,0.194,True
1530,161,0.498168,TP,0.419973,0.302,True
1531,162,0.513308,TP,0.414,0.392,True
1532,163,0.435252,TP,0.412315,0.475,True
1533,164,0.476351,TP,0.399021,0.593,True
1534,165,0.562278,TP,0.393653,0.712,True
1535,166,0.56383,TP,0.389306,0.986,True
1536,167,0.583026,TP,0.387754,1.287,True
1537,168,0.564202,TP,0.362266,1.408,True
1538,169,0.558442,TP,0.374597,1.352,True
1539,170,0.596567,TP,0.36727,1.421,True
1540,171,0.600917,TP,0.363281,1.351,True
1541,173,0.50885,TP,0.363215,2.302,True
1542,173,0.561905,TP,0.348154,1.333,True
1543,174,0.491736,TP,0.344707,1.493,True
1544,175,0.561702,TP,0.340952,1.667,True
1545,176,0.467593,TP,0.342773,1.953,True
1546,178,0.416667,TP,0.346645,1.702,True
1547,-1,0.0,FN,0.0,0.0,True
1548,179,0.5625,TP,0.327053,1.548,True
1549,180,0.563981,TP,0.314508,1.596,True
1550,-1,0.0,FN,0.0,0.0,True
1551,182,0.465753,TP,0.335208,1.983,True
1552,183,0.455882,TP,0.330626,2.34,True
1553,185,0.477612,TP,0.357295,1.504,True
1554,185,0.478947,TP,0.351807,1.608,True
1555,186,0.492683,TP,0.353653,1.897,True
1556,2350,0.530435,TP,0.380144,9.734,True
1557,188,0.48954,TP,0.342703,2.282,True
1558,189,0.423529,TP,0.340531,2.421,True
1559,191,0.389831,TP,0.367258,0.92,True
1560,192,0.376569,TP,0.374078,0.744,True
1561,193,0.406977,TP,0.368487,0.472,True
1562,-1,0.0,FN,0.0,0.0,True
1563,-1,0.0,FN,0.0,0.0,True
1564,196,0.447368,TP,0.374098,1.568,True
1565,196,0.489451,TP,0.362595,1.654,True
1566,198,0.47807,TP,0.381504,2.309,True
1567,199,0.527197,TP,0.359554,2.25,True
1568,201,0.508065,TP,0.409907,5.418,True
1569,201,0.54251,TP,0.409955,3.4,True
1570,202,0.503788,TP,0.443898,3.873,True
1571,202,0.44484,TP,0.430022,4.876,True
1572,203,0.436482,TP,0.430371,5.067,True
1573,205,0.510714,TP,0.423848,4.799,True
1574,206,0.455479,TP,0.413711,4.927,True
1575,206,0.427632,TP,0.402411,5.429,True
1576,208,0.529801,TP,0.41379,4.954,True
1577,208,0.513245,TP,0.390953,5.541,True
1578,-1,0.0,FN,0.0,0.0,True
1579,211,0.609848,TP,0.396749,4.704,True
1580,212,0.537849,TP,0.387948,4.647,True
1581,212,0.422594,TP,0.360615,5.432,True
1582,214,0.472973,TP,0.36459,4.667,True
1583,215,0.539216,TP,0.357436,4.728,True
1584,216,0.541237,TP,0.35558,4.816,True
1585,218,0.555024,TP,0.398764,6.284,True
1586,218,0.518325,TP,0.391073,5.143,True
1587,219,0.473958,TP,0.39876,5.425,True
1588,219,0.483333,TP,0.361599,6.486,True
1589,222,0.475138,TP,0.338508,7.544,True
1590,-1,0.0,FN,0.0,0.0,True
1591,-1,0.0,FN,0.0,0.0,True
1592,-1,0.0,FN,0.0,0.0,True
1593,-1,0.0,FN,0.0,0.0,True
1594,227,0.545455,TP,0.341312,8.603,True
1595,227,0.525,TP,0.32627,7.722,True
1596,228,0.488889,TP,0.335012,7.883,True
1597,229,0.361905,TP,0.383133,8.09,True
1598,-1,0.0,FN,0.0,0.0,True
1599,-1,0.0,FN,0.0,0.0,True
1600,232,0.355346,TP,0.478504,9.126,True
1601,232,0.342282,TP,0.471518,9.992,True
1602,233,0.392027,FP,0.4635,10.517,False
1603,234,0.448505,FP,0.431125,11.394,False
1604,235,0.320388,FP,0.41707,12.552,False
1605,-1,0.0,TN,0.0,0.0,False
1606,-1,0.0,TN,0.0,0.0,False
1607,-1,0.0,TN,0.0,0.0,False
1608,-1,0.0,TN,0.0,0.0,False
1609,-1,0.0,TN,0.0,0.0,False
1610,-1,0.0,TN,0.0,0.0,False
1611,-1,0.0,TN,0.0,0.0,False
1612,-1,0.0,TN,0.0,0.0,False
1613,-1,0.0,TN,0.0,0.0,False
1614,-1,0.0,TN,0.0,0.0,False
1615,-1,0.0,TN,0.0,0.0,False
1616,-1,0.0,TN,0.0,0.0,False
1617,-1,0.0,TN,0.0,0.0,False
1618,-1,0.0,TN,0.0,0.0,False
1619,-1,0.0,TN,0.0,0.0,False
1620,-1,0.0,TN,0.0,0.0,False
1621,-1,0.0,TN,0.0,0.0,False
1622,873,0.486755,FP,0.380105,11.318,False
1623,875,0.467354,TP,0.40729,9.631,True
1624,874,0.408602,FP,0.364471,10.405,True
1625,875,0.484211,TP,0.36901,9.409,True
1626,-1,0.0,FN,0.0,0.0,True
1627,-1,0.0,FN,0.0,0.0,True
1628,-1,0.0,FN,0.0,0.0,True
1629,-1,0.0,FN,0.0,0.0,True
1630,882,0.327869,TP,0.350914,1.182,True
1631,-1,0.0,FN,0.0,0.0,True
1632,-1,0.0,FN,0.0,0.0,True
1633,885,0.435065,TP,0.317696,3.372,True
1634,-1,0.0,FN,0.0,0.0,True
1635,885,0.319149,TP,0.260739,8.202,True
1636,-1,0.0,FN,0.0,0.0,True
1637,-1,0.0,FN,0.0,0.0,True
1638,-1,0.0,FN,0.0,0.0,True
1639,-1,0.0,TN,0.0,0.0,False
1640,-1,0.0,TN,0.0,0.0,False
1641,-1,0.0,TN,0.0,0.0,False
1642,-1,0.0,TN,0.0,0.0,False
1643,-1,0.0,TN,0.0,0.0,False
1644,-1,0.0,TN,0.0,0.0,False
1645,-1,0.0,TN,0.0,0.0,False
1646,-1,0.0,TN,0.0,0.0,False
1647,-1,0.0,TN,0.0,0.0,False
1648,-1,0.0,FN,0.0,0.0,True
1649,2225,0.327586,FP,0.0,456.132,True
1650,2561,0.505263,TP,0.257315,3.933,True
1651,2562,0.344,TP,0.315476,2.319,True
1652,-1,0.0,FN,0.0,0.0,True
1653,-1,0.0,FN,0.0,0.0,True
1654,2565,0.416667,TP,0.344862,1.229,True
1655,2566,0.424419,TP,0.35185,1.108,True
1656,2567,0.370166,TP,0.356914,0.935,True
1657,2568,0.47343,TP,0.346869,1.031,True
1658,2568,0.49697,TP,0.302582,2.334,True
1659,2570,0.473373,TP,0.326746,0.762,True
1660,2570,0.4375,TP,0.315407,2.749,True
1661,2572,0.426357,TP,0.376206,0.657,True
1662,2573,0.407895,TP,0.384691,0.844,True
1663,2574,0.438849,TP,0.359593,1.015,True
1664,-1,0.0,FN,0.0,0.0,True
1665,-1,0.0,FN,0.0,0.0,True
1666,-1,0.0,FN,0.0,0.0,True
1667,-1,0.0,FN,0.0,0.0,True
1668,-1,0.0,FN,0.0,0.0,True
1669,-1,0.0,FN,0.0,0.0,True
1670,-1,0.0,FN,0.0,0.0,True
1671,-1,0.0,FN,0.0,0.0,True
1672,-1,0.0,TN,0.0,0.0,False
1673,-1,0.0,TN,0.0,0.0,False
1674,-1,0.0,TN,0.0,0.0,False
1675,-1,0.0,TN,0.0,0.0,False
1676,-1,0.0,TN,0.0,0.0,False
1677,-1,0.0,TN,0.0,0.0,False
1678,-1,0.0,TN,0.0,0.0,False
1679,-1,0.0,TN,0.0,0.0,False
1680,-1,0.0,TN,0.0,0.0,False
1681,-1,0.0,TN,0.0,0.0,False
1682,-1,0.0,TN,0.0,0.0,False
1683,-1,0.0,TN,0.0,0.0,False
1684,-1,0.0,TN,0.0,0.0,False
1685,-1,0.0,TN,0.0,0.0,False
1686,-1,0.0,TN,0.0,0.0,False
1687,-1,0.0,TN,0.0,0.0,False
1688,-1,0.0,TN,0.0,0.0,False
1689,-1,0.0,TN,0.0,0.0,False
1690,-1,0.0,TN,0.0,0.0,False
1691,-1,0.0,TN,0.0,0.0,False
1692,-1,0.0,TN,0.0,0.0,False
1693,-1,0.0,TN,0.0,0.0,False
1694,-1,0.0,TN,0.0,0.0,False
1695,-1,0.0,TN,0.0,0.0,False
1696,-1,0.0,TN,0.0,0.0,False
1697,-1,0.0,TN,0.0,0.0,False
1698,-1,0.0,TN,0.0,0.0,False
1699,-1,0.0,TN,0.0,0.0,False
1700,-1,0.0,TN,0.0,0.0,False
1701,-1,0.0,TN,0.0,0.0,False
1702,-1,0.0,TN,0.0,0.0,False
1703,-1,0.0,TN,0.0,0.0,False
1704,-1,0.0,TN,0.0,0.0,False
1705,-1,0.0,TN,0.0,0.0,False
1706,-1,0.0,TN,0.0,0.0,False
1707,-1,0.0,TN,0.0,0.0,False
1708,-1,0.0,TN,0.0,0.0,False
1709,-1,0.0,TN,0.0,0.0,False
1710,-1,0.0,TN,0.0,0.0,False
1711,-1,0.0,TN,0.0,0.0,False
1712,-1,0.0,TN,0.0,0.0,False
1713,-1,0.0,TN,0.0,0.0,False
1714,-1,0.0,TN,0.0,0.0,False
1715,-1,0.0,TN,0.0,0.0,False
1716,-1,0.0,TN,0.0,0.0,False
1717,-1,0.0,TN,0.0,0.0,False
1718,-1,0.0,TN,0.0,0.0,False
1719,-1,0.0,TN,0.0,0.0,False
1720,-1,0.0,TN,0.0,0.0,False
1721,-1,0.0,TN,0.0,0.0,False
1722,-1,0.0,FN,0.0,0.0,True
1723,-1,0.0,FN,0.0,0.0,True
1724,-1,0.0,FN,0.0,0.0,True
1725,-1,0.0,FN,0.0,0.0,True
1726,-1,0.0,FN,0.0,0.0,True
1727,704,0.333333,TP,0.422767,3.131,True
1728,705,0.349515,TP,0.429647,2.693,True
1729,706,0.353211,TP,0.421378,2.542,True
1730,707,0.471111,TP,0.41093,2.604,True
1731,-1,0.0,FN,0.0,0.0,True
1732,710,0.414226,TP,0.449522,2.542,True
1733,-1,0.0,FN,0.0,0.0,True
1734,712,0.477064,TP,0.443664,2.312,True
1735,713,0.5,TP,0.454798,2.337,True
1736,714,0.541284,TP,0.446119,2.386,True
1737,-1,0.0,FN,0.0,0.0,True
1738,-1,0.0,FN,0.0,0.0,True
1739,435,0.306931,FP,0.0,569.761,True
1740,718,0.407407,TP,0.413779,3.348,True
1741,720,0.309353,TP,0.353646,5.471,True
1742,-1,0.0,FN,0.0,0.0,True
1743,-1,0.0,FN,0.0,0.0,True
1744,-1,0.0,FN,0.0,0.0,True
1745,-1,0.0,FN,0.0,0.0,True
1746,-1,0.0,FN,0.0,0.0,True
1747,2606,0.39,TP,0.254503,3.555,True
1748,-1,0.0,FN,0.0,0.0,True
1749,-1,0.0,FN,0.0,0.0,True
1750,-1,0.0,FN,0.0,0.0,True
1751,-1,0.0,FN,0.0,0.0,True
1752,-1,0.0,FN,0.0,0.0,True
1753,-1,0.0,FN,0.0,0.0,True
1754,-1,0.0,FN,0.0,0.0,True
1755,-1,0.0,FN,0.0,0.0,True
1756,-1,0.0,FN,0.0,0.0,True
1757,-1,0.0,FN,0.0,0.0,True
1758,-1,0.0,FN,0.0,0.0,True
1759,2595,0.496644,TP,0.375714,1.341,True
1760,-1,0.0,FN,0.0,0.0,True
1761,-1,0.0,FN,0.0,0.0,True
1762,-1,0.0,FN,0.0,0.0,True
1763,-1,0.0,FN,0.0,0.0,True
1764,1966,0.38806,TP,0.249637,1.357,True
1765,-1,0.0,FN,0.0,0.0,True
1766,-1,0.0,FN,0.0,0.0,True
1767,-1,0.0,FN,0.0,0.0,True
1768,-1,0.0,FN,0.0,0.0,True
1769,1961,0.386792,TP,0.306423,1.824,True
1770,-1,0.0,FN,0.0,0.0,True
1771,-1,0.0,FN,0.0,0.0,True
1772,1958,0.461538,TP,0.308582,1.518,True
1773,1958,0.397516,TP,0.284517,1.875,True
1774,-1,0.0,FN,0.0,0.0,True
1775,-1,0.0,FN,0.0,0.0,True
1776,1955,0.321918,TP,0.295887,1.73,True
1777,1953,0.379562,TP,0.324428,1.487,True
1778,-1,0.0,FN,0.0,0.0,True
1779,-1,0.0,FN,0.0,0.0,True
1780,1951,0.318966,TP,0.296438,1.653,True
1781,1950,0.473684,TP,0.285327,1.635,True
1782,1948,0.432432,TP,0.294676,2.274,True
1783,1948,0.403101,TP,0.298292,1.056,True
1784,1947,0.484848,TP,0.297608,0.664,True
1785,-1,0.0,FN,0.0,0.0,True
1786,-1,0.0,FN,0.0,0.0,True
1787,-1,0.0,FN,0.0,0.0,True
1788,1943,0.4,TP,0.299305,0.367,True
1789,-1,0.0,FN,0.0,0.0,True
1790,-1,0.0,FN,0.0,0.0,True
1791,-1,0.0,FN,0.0,0.0,True
1792,-1,0.0,FN,0.0,0.0,True
1793,-1,0.0,FN,0.0,0.0,True
1794,-1,0.0,FN,0.0,0.0,True
